Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Divine Lip Gloss,Hourglass,Serum,Occasional,40.2,3.4,5221,50,Sensitive,Female,Compact,Shea Butter,TRUE,South Korea
Perfect Cleanser,Laura Mercier,Contour,Occasional,55.5,1.8,7178,50,Oily,Unisex,Tube,Salicylic Acid,FALSE,Australia
Super Setting Spray,Natasha Denona,Mascara,Weekly,49.75,4.4,286,200,Oily,Unisex,Bottle,Salicylic Acid,TRUE,Italy
Perfect Blush,Danessa Myricks,Setting Spray,Weekly,79.43,1.6,7164,100,Sensitive,Male,Compact,Vitamin C,TRUE,UK
Perfect Highlighter,NARS,Concealer,Monthly,39.46,4.3,3823,50,Normal,Unisex,Bottle,Salicylic Acid,FALSE,Japan
Magic Foundation,Juvias Place,Exfoliator,Monthly,76.26,3,930,100,Normal,Unisex,Compact,Glycerin,TRUE,Australia
Perfect Cleanser,Laura Mercier,CC Cream,Monthly,85.62,2.1,4483,150,Combination,Unisex,Compact,Hyaluronic Acid,FALSE,Germany
Super Cleanser,Laura Mercier,Lip Liner,Weekly,83.46,3.1,8883,250,Normal,Female,Tube,Vitamin C,TRUE,USA
Magic Primer,Danessa Myricks,Bronzer,Daily,56.46,1.1,791,30,Combination,Female,Spray,Vitamin C,TRUE,France
Divine BB Cream,Milk Makeup,Contour,Occasional,140.65,3.9,665,150,Dry,Unisex,Bottle,Retinol,FALSE,South Korea
Ultra Serum,Yves Saint Laurent,Exfoliator,Monthly,131.88,3.4,6923,150,Oily,Male,Tube,Hyaluronic Acid,FALSE,Australia
Ultra Lipstick,Juvias Place,CC Cream,Daily,108.75,4.8,1907,150,Combination,Male,Stick,Retinol,FALSE,USA
Divine Setting Spray,Morphe,Exfoliator,Weekly,45.12,2.9,3463,100,Normal,Male,Bottle,Vitamin C,FALSE,France
Magic Contour,Anastasia Beverly Hills,Mascara,Monthly,37.95,1.5,7369,50,Oily,Male,Spray,Retinol,FALSE,Germany
Magic Bronzer,Farsali,Highlighter,Daily,125.5,2.8,2241,150,Combination,Male,Spray,Salicylic Acid,TRUE,UK
Perfect CC Cream,Bobby Brown,Moisturizer,Monthly,63.08,1.1,3088,250,Normal,Unisex,Jar,Hyaluronic Acid,TRUE,Germany
Super Cleanser,Yves Saint Laurent,Makeup Remover,Monthly,30.8,4.8,9999,250,Oily,Female,Spray,Shea Butter,FALSE,South Korea
Perfect Setting Spray,IT Cosmetics,Concealer,Monthly,92.54,4.5,9883,30,Sensitive,Female,Jar,Salicylic Acid,FALSE,Japan
Ultra Eye Shadow,Make Up For Ever,BB Cream,Weekly,77.78,3,5195,50,Dry,Female,Bottle,Aloe Vera,FALSE,Italy
Ultra Contour,Anastasia Beverly Hills,Lip Gloss,Monthly,114.8,3,3627,30,Normal,Male,Compact,Aloe Vera,FALSE,South Korea
Magic Eye Shadow,Bobby Brown,Cleanser,Monthly,112.8,1.6,4311,30,Sensitive,Female,Bottle,Retinol,TRUE,Australia
Super Eye Shadow,RMS Beauty,Mascara,Monthly,45.15,1.2,65,150,Combination,Unisex,Jar,Vitamin C,TRUE,France
Ultra Mascara,KVD Beauty,Serum,Weekly,138,1.5,2204,100,Sensitive,Female,Stick,Glycerin,FALSE,France
Super Foundation,Juvias Place,Eyeliner,Weekly,143.28,4.8,8152,30,Combination,Unisex,Bottle,Aloe Vera,FALSE,USA
Divine Makeup Remover,Shiseido,Eyeliner,Weekly,145.34,3.8,6851,100,Normal,Unisex,Spray,Glycerin,TRUE,Germany
Perfect Contour,Fenty Beauty,Contour,Daily,137.08,4.4,7286,250,Dry,Male,Tube,Salicylic Acid,TRUE,Australia
Magic Contour,Anastasia Beverly Hills,Foundation,Weekly,23.89,2.7,8975,200,Dry,Male,Spray,Shea Butter,FALSE,Australia
Super Exfoliator,Laura Mercier,Makeup Remover,Monthly,145.43,2.7,2248,50,Sensitive,Female,Spray,Hyaluronic Acid,FALSE,USA
Super Face Oil,Too Faced,Face Oil,Weekly,111.47,4.8,5371,50,Oily,Female,Compact,Shea Butter,TRUE,Australia
Perfect Face Mask,Anastasia Beverly Hills,Serum,Monthly,11.1,4.8,356,50,Combination,Unisex,Jar,Hyaluronic Acid,TRUE,France
Super Face Mask,Make Up For Ever,Setting Spray,Weekly,47.9,1.8,3050,30,Dry,Unisex,Spray,Retinol,TRUE,France
Super Primer,Natasha Denona,Face Mask,Daily,147.16,2.6,9863,250,Combination,Male,Tube,Vitamin C,TRUE,Italy
Super Serum,IT Cosmetics,Setting Spray,Weekly,136.11,5,2874,100,Combination,Male,Stick,Vitamin C,FALSE,UK
Super Exfoliator,Glossier,Concealer,Weekly,85.22,1.3,2629,250,Combination,Unisex,Stick,Retinol,TRUE,South Korea
Ultra Concealer,Urban Decay,Serum,Monthly,66.94,4.4,246,50,Sensitive,Female,Spray,Vitamin C,TRUE,UK
Super Mascara,Glossier,Cleanser,Daily,36.52,4.1,8909,150,Dry,Male,Compact,Retinol,FALSE,Japan
Super Exfoliator,Glossier,Moisturizer,Occasional,96.42,4.5,2673,100,Oily,Female,Spray,Salicylic Acid,FALSE,Australia
Super BB Cream,Shiseido,Primer,Daily,121.71,1,4949,250,Dry,Female,Tube,Retinol,FALSE,Italy
Divine Moisturizer,Laura Mercier,Makeup Remover,Daily,107.64,3.4,6950,50,Normal,Male,Jar,Retinol,FALSE,USA
Perfect Face Mask,Yves Saint Laurent,Setting Spray,Monthly,111.54,1.4,1746,30,Sensitive,Male,Bottle,Retinol,TRUE,Germany
Magic Cleanser,Ilia Beauty,Lip Gloss,Monthly,37.23,2.8,5362,50,Oily,Female,Tube,Retinol,FALSE,South Korea
Super Powder,Drunk Elephant,Powder,Occasional,81.65,2.7,3756,150,Sensitive,Unisex,Jar,Vitamin C,TRUE,Germany
Perfect Setting Spray,KVD Beauty,Makeup Remover,Monthly,73.18,3.4,9466,30,Normal,Male,Jar,Shea Butter,TRUE,Italy
Perfect Cleanser,Drunk Elephant,Serum,Occasional,131.8,3.4,270,30,Dry,Female,Stick,Salicylic Acid,FALSE,USA
Super Powder,Shiseido,Bronzer,Weekly,134.67,3.3,3262,50,Oily,Unisex,Tube,Vitamin C,TRUE,South Korea
Ultra Foundation,Perricone MD,Mascara,Weekly,22.19,4.3,2627,100,Dry,Female,Compact,Salicylic Acid,FALSE,France
Divine Moisturizer,Farsali,Makeup Remover,Daily,143.51,2.6,8790,100,Normal,Female,Tube,Glycerin,TRUE,South Korea
Perfect Highlighter,Sisley,Contour,Weekly,46.22,4.5,3569,50,Combination,Male,Stick,Hyaluronic Acid,FALSE,South Korea
Magic Mascara,Too Faced,Serum,Occasional,63.98,3.7,4614,150,Sensitive,Male,Jar,Shea Butter,FALSE,Australia
Divine Eye Shadow,Hourglass,Face Mask,Occasional,116.05,2.2,4726,200,Oily,Female,Bottle,Glycerin,TRUE,Italy
Super Eye Shadow,Bite Beauty,Moisturizer,Daily,108.46,4.8,8075,150,Combination,Female,Jar,Shea Butter,TRUE,USA
Divine Lip Liner,Juvias Place,Makeup Remover,Monthly,97,1.1,6602,100,Normal,Male,Jar,Shea Butter,FALSE,USA
Super Highlighter,Kylie Cosmetics,Face Oil,Monthly,47.61,1.8,4160,250,Normal,Male,Bottle,Hyaluronic Acid,TRUE,Germany
Magic Makeup Remover,Sisley,Mascara,Monthly,117.22,3.3,2426,250,Oily,Unisex,Spray,Glycerin,FALSE,Italy
Perfect Lipstick,Charlotte Tilbury,Lip Liner,Occasional,18.69,4.8,2932,150,Combination,Male,Jar,Salicylic Acid,FALSE,France
Super Eye Shadow,Natasha Denona,CC Cream,Daily,62.76,3.1,2917,100,Dry,Female,Compact,Aloe Vera,FALSE,USA
Super Cleanser,Yves Saint Laurent,Serum,Monthly,80,1.4,2626,200,Dry,Unisex,Spray,Glycerin,FALSE,Australia
Perfect Exfoliator,Perricone MD,Cleanser,Occasional,88.76,2.5,5185,200,Normal,Unisex,Jar,Glycerin,TRUE,USA
Perfect BB Cream,Tarte,Highlighter,Monthly,63.4,3,4438,250,Normal,Female,Tube,Salicylic Acid,TRUE,South Korea
Super Exfoliator,Glossier,Face Mask,Monthly,42.98,1.4,7369,150,Dry,Female,Tube,Glycerin,FALSE,Australia
Magic Eye Shadow,RMS Beauty,Serum,Occasional,66.43,2.6,6642,100,Dry,Female,Compact,Salicylic Acid,TRUE,France
Magic CC Cream,NARS,Makeup Remover,Daily,71.37,3.3,6288,50,Combination,Unisex,Bottle,Shea Butter,TRUE,Italy
Divine Setting Spray,Fenty Beauty,Makeup Remover,Occasional,11.33,2.7,9706,30,Normal,Male,Spray,Hyaluronic Acid,TRUE,Australia
Super Powder,Natasha Denona,Contour,Daily,28.37,4.3,9631,250,Normal,Unisex,Tube,Shea Butter,TRUE,Japan
Ultra Eyeliner,Yves Saint Laurent,BB Cream,Monthly,118.05,3.2,8981,250,Sensitive,Female,Tube,Aloe Vera,TRUE,South Korea
Ultra Lip Gloss,RMS Beauty,Contour,Weekly,55.34,4.4,9565,30,Dry,Male,Bottle,Salicylic Acid,TRUE,South Korea
Super Cleanser,Fenty Beauty,Setting Spray,Occasional,108.99,4.7,4606,50,Dry,Unisex,Stick,Aloe Vera,FALSE,USA
Magic CC Cream,Drunk Elephant,Setting Spray,Weekly,43.76,1.7,9655,150,Oily,Male,Bottle,Hyaluronic Acid,TRUE,UK
Ultra Exfoliator,Pat McGrath Labs,CC Cream,Daily,87.39,3.1,5378,250,Oily,Unisex,Jar,Vitamin C,TRUE,Australia
Super Face Mask,Patrick Ta,Exfoliator,Weekly,32.09,1.1,1280,200,Combination,Unisex,Stick,Hyaluronic Acid,FALSE,UK
Super Primer,Yves Saint Laurent,Lipstick,Occasional,11.34,1.1,1368,150,Oily,Female,Spray,Hyaluronic Acid,TRUE,UK
Perfect Face Oil,NARS,Setting Spray,Monthly,13.38,4.8,3560,150,Sensitive,Unisex,Spray,Salicylic Acid,TRUE,Germany
Super BB Cream,Urban Decay,Primer,Monthly,96.18,4.1,1685,30,Sensitive,Female,Spray,Salicylic Acid,FALSE,Australia
Ultra Contour,Fenty Beauty,Eyeliner,Daily,24.69,1.3,9514,100,Combination,Female,Spray,Salicylic Acid,FALSE,UK
Super Moisturizer,Tatcha,Exfoliator,Daily,75.08,4.8,9028,30,Dry,Male,Jar,Shea Butter,FALSE,USA
Ultra Setting Spray,Tarte,Serum,Occasional,81.56,4.1,135,150,Normal,Female,Stick,Shea Butter,FALSE,UK
Ultra Mascara,NARS,Lip Liner,Occasional,104.31,2.6,1628,50,Normal,Unisex,Jar,Glycerin,TRUE,Italy
Ultra Lip Liner,IT Cosmetics,Mascara,Monthly,55.07,3.8,1723,100,Dry,Unisex,Stick,Retinol,TRUE,USA
Magic CC Cream,Make Up For Ever,Setting Spray,Daily,51.31,2.7,9307,30,Sensitive,Male,Tube,Shea Butter,TRUE,Australia
Super Concealer,Perricone MD,Contour,Occasional,78.95,1.9,3845,200,Combination,Female,Spray,Retinol,TRUE,Germany
Magic CC Cream,Tatcha,Primer,Monthly,97.61,2.4,2992,200,Combination,Male,Spray,Hyaluronic Acid,TRUE,Italy
Ultra Moisturizer,Morphe,Eyeliner,Occasional,34.16,1.6,6802,100,Normal,Female,Bottle,Retinol,FALSE,Japan
Perfect Exfoliator,Rare Beauty,Lip Liner,Occasional,52.54,4.7,2630,50,Combination,Female,Stick,Glycerin,FALSE,Germany
Divine Bronzer,Bite Beauty,Serum,Monthly,24.86,4.1,5107,50,Combination,Female,Jar,Glycerin,FALSE,Italy
Ultra Eye Shadow,Morphe,Primer,Occasional,84.05,4.6,8262,30,Combination,Male,Tube,Salicylic Acid,FALSE,Japan
Magic Cleanser,ColourPop,Powder,Monthly,35.53,2.2,2940,30,Combination,Male,Compact,Glycerin,FALSE,Germany
Perfect Serum,Hourglass,Lip Gloss,Occasional,73.53,4.2,4062,30,Oily,Male,Tube,Shea Butter,FALSE,Germany
Ultra Eyeliner,Anastasia Beverly Hills,Exfoliator,Weekly,126.59,1.8,6650,150,Oily,Female,Jar,Glycerin,FALSE,South Korea
Super Eye Shadow,Too Faced,Mascara,Monthly,67.52,1.8,8452,150,Normal,Male,Bottle,Vitamin C,FALSE,Italy
Ultra Serum,Tatcha,Foundation,Daily,45.76,1.9,4203,150,Oily,Male,Compact,Glycerin,TRUE,Italy
Ultra Eye Shadow,Becca,Cleanser,Weekly,118.18,1.4,8266,200,Normal,Male,Spray,Hyaluronic Acid,TRUE,USA
Perfect Exfoliator,Bourjois,Mascara,Daily,11.88,3.4,7586,100,Normal,Male,Stick,Shea Butter,FALSE,USA
Magic Concealer,Tatcha,Lipstick,Weekly,136.83,1.3,5682,100,Normal,Female,Bottle,Shea Butter,FALSE,France
Perfect Cleanser,Bobby Brown,Lip Gloss,Daily,56.47,3,9664,150,Sensitive,Female,Compact,Salicylic Acid,TRUE,Italy
Ultra Exfoliator,Elf,Bronzer,Daily,80.12,3.4,3032,100,Oily,Unisex,Compact,Salicylic Acid,FALSE,Italy
Perfect BB Cream,Bite Beauty,Blush,Daily,119.95,4.6,8505,250,Sensitive,Unisex,Compact,Shea Butter,FALSE,South Korea
Super BB Cream,Sisley,Blush,Daily,120.15,4.2,1096,50,Dry,Male,Compact,Vitamin C,TRUE,Germany
Ultra Serum,Fenty Beauty,Primer,Monthly,110.83,1,4939,100,Oily,Female,Stick,Glycerin,FALSE,Australia
Ultra Eye Shadow,Glossier,Concealer,Weekly,78.57,1.5,3078,200,Combination,Unisex,Spray,Salicylic Acid,FALSE,Australia
Ultra Lipstick,Sisley,BB Cream,Monthly,102.16,3.4,7112,100,Combination,Male,Compact,Salicylic Acid,TRUE,South Korea
Super Serum,Make Up For Ever,Highlighter,Occasional,92.82,1.6,5002,30,Normal,Unisex,Bottle,Vitamin C,FALSE,France
Magic Eye Shadow,Sisley,Face Mask,Monthly,29.22,2.6,7082,150,Normal,Female,Spray,Shea Butter,TRUE,UK
Magic Moisturizer,Too Faced,Bronzer,Monthly,98.64,1,6023,30,Dry,Male,Jar,Glycerin,FALSE,UK
Divine Foundation,Ilia Beauty,Contour,Occasional,135.82,4.1,540,30,Combination,Male,Compact,Glycerin,FALSE,South Korea
Perfect BB Cream,Bourjois,Cleanser,Occasional,63.69,2.1,6637,250,Dry,Unisex,Tube,Glycerin,TRUE,Germany
Divine Moisturizer,IT Cosmetics,Moisturizer,Weekly,115,1.9,4691,250,Combination,Female,Jar,Shea Butter,TRUE,Australia
Perfect Bronzer,Kiehls,Highlighter,Weekly,141.08,1.7,8417,30,Dry,Unisex,Jar,Shea Butter,FALSE,France
Perfect Blush,Kiehls,Primer,Weekly,68.26,4.3,5588,250,Sensitive,Female,Spray,Salicylic Acid,TRUE,Italy
Divine Face Mask,Farsali,Blush,Monthly,93.54,5,5882,50,Oily,Female,Spray,Hyaluronic Acid,FALSE,Japan
Divine Foundation,Glossier,Setting Spray,Weekly,146.35,1.5,9698,30,Combination,Male,Compact,Vitamin C,TRUE,UK
Magic Bronzer,KVD Beauty,Primer,Monthly,146.73,2,382,150,Oily,Unisex,Jar,Retinol,FALSE,Italy
Divine Face Mask,Laura Mercier,Face Mask,Daily,62.62,3.6,9330,50,Combination,Female,Stick,Vitamin C,FALSE,Australia
Super Eyeliner,Ilia Beauty,CC Cream,Weekly,31.72,3.6,8995,100,Dry,Unisex,Bottle,Shea Butter,TRUE,Australia
Magic Eye Shadow,Drunk Elephant,Powder,Weekly,101.72,4.2,7609,150,Dry,Female,Jar,Aloe Vera,TRUE,Italy
Divine Lipstick,Bobby Brown,Lip Gloss,Occasional,78.17,1.5,9860,200,Oily,Unisex,Tube,Vitamin C,TRUE,USA
Perfect Contour,Charlotte Tilbury,Powder,Monthly,125.22,4.7,6111,30,Sensitive,Male,Compact,Aloe Vera,FALSE,Germany
Ultra Foundation,Glossier,Makeup Remover,Daily,122.65,3.3,9177,100,Oily,Female,Compact,Vitamin C,TRUE,Germany
Super Eyeliner,Glossier,Exfoliator,Monthly,100.28,4,9142,30,Combination,Female,Stick,Hyaluronic Acid,TRUE,USA
Super Lip Gloss,Charlotte Tilbury,BB Cream,Daily,61.92,1.1,1970,150,Sensitive,Unisex,Spray,Glycerin,TRUE,Italy
Perfect Makeup Remover,Ilia Beauty,Bronzer,Daily,144.85,3.3,9078,150,Oily,Female,Compact,Shea Butter,TRUE,Italy
Perfect Eye Shadow,Make Up For Ever,CC Cream,Weekly,39.73,4.8,3490,200,Dry,Male,Compact,Salicylic Acid,FALSE,Japan
Magic Lip Liner,Kylie Cosmetics,Lip Gloss,Monthly,76.8,4.7,6460,30,Normal,Male,Compact,Glycerin,TRUE,Germany
Perfect Lipstick,Milk Makeup,BB Cream,Daily,68.81,2.2,7814,150,Normal,Male,Jar,Shea Butter,FALSE,UK
Magic Highlighter,Charlotte Tilbury,Bronzer,Monthly,83.33,4.3,9907,250,Sensitive,Male,Jar,Hyaluronic Acid,TRUE,France
Ultra Concealer,Kylie Cosmetics,Face Oil,Weekly,35.45,2.6,7617,250,Combination,Male,Stick,Retinol,TRUE,France
Super Face Oil,Morphe,Exfoliator,Daily,76.31,4.9,2276,200,Dry,Male,Bottle,Retinol,TRUE,Japan
Divine Moisturizer,Tatcha,Powder,Daily,114.12,4.8,5569,250,Oily,Male,Tube,Shea Butter,TRUE,South Korea
Magic Powder,Huda Beauty,Foundation,Weekly,50.52,1.5,9211,250,Normal,Female,Compact,Aloe Vera,TRUE,Italy
Magic Lip Liner,Sisley,CC Cream,Weekly,48.89,3.6,452,250,Dry,Female,Spray,Glycerin,FALSE,USA
Ultra Cleanser,Kiehls,Exfoliator,Monthly,18.09,1.8,2291,150,Sensitive,Female,Spray,Glycerin,FALSE,UK
Divine Moisturizer,Urban Decay,Eye Shadow,Weekly,15.94,2.6,4955,250,Combination,Unisex,Spray,Hyaluronic Acid,FALSE,Japan
Perfect Setting Spray,Tatcha,Foundation,Monthly,96.61,1.1,292,250,Normal,Female,Compact,Retinol,FALSE,South Korea
Magic Lip Liner,Clinique,Cleanser,Occasional,63.47,3.3,8373,50,Oily,Female,Jar,Aloe Vera,TRUE,Germany
Divine Face Mask,Yves Saint Laurent,Highlighter,Occasional,55.67,2.2,7257,200,Normal,Male,Tube,Vitamin C,TRUE,South Korea
Super Setting Spray,Rare Beauty,Cleanser,Daily,21.6,1.9,4086,100,Normal,Unisex,Stick,Retinol,TRUE,USA
Magic CC Cream,Bite Beauty,Contour,Monthly,64.28,4.6,8163,250,Normal,Female,Stick,Salicylic Acid,FALSE,Italy
Super Lip Gloss,Yves Saint Laurent,Contour,Weekly,46.69,2.6,1100,150,Oily,Unisex,Jar,Salicylic Acid,TRUE,France
Ultra Setting Spray,Charlotte Tilbury,Blush,Occasional,37.19,4.2,1760,100,Dry,Female,Stick,Salicylic Acid,TRUE,South Korea
Perfect Setting Spray,Hourglass,CC Cream,Weekly,50.29,4.3,9122,30,Sensitive,Unisex,Spray,Retinol,FALSE,Australia
Ultra Blush,NARS,Cleanser,Daily,101.3,1.6,1956,30,Sensitive,Unisex,Stick,Vitamin C,FALSE,Germany
Ultra Blush,Milk Makeup,Concealer,Daily,29.74,2,6403,250,Dry,Male,Compact,Glycerin,FALSE,USA
Magic Powder,Anastasia Beverly Hills,Serum,Occasional,92.09,4.2,1949,50,Combination,Unisex,Spray,Hyaluronic Acid,TRUE,Germany
Perfect Lipstick,Anastasia Beverly Hills,Eyeliner,Weekly,56.84,2.2,3581,150,Oily,Female,Compact,Aloe Vera,TRUE,UK
Magic CC Cream,Yves Saint Laurent,Face Oil,Monthly,116.35,3,1317,100,Normal,Female,Stick,Glycerin,FALSE,France
Perfect Makeup Remover,Laura Mercier,CC Cream,Occasional,61.71,3.7,1566,50,Oily,Male,Jar,Shea Butter,FALSE,Italy
Magic Setting Spray,ColourPop,CC Cream,Monthly,115.39,3.2,7609,100,Sensitive,Unisex,Tube,Hyaluronic Acid,FALSE,Italy
Super Foundation,Bobby Brown,Exfoliator,Daily,48.21,2.2,9686,30,Oily,Female,Compact,Retinol,TRUE,South Korea
Super Cleanser,Clinique,Primer,Daily,142.29,1.2,9602,100,Combination,Female,Stick,Glycerin,FALSE,France
Perfect Concealer,Becca,Concealer,Daily,132.08,3,2583,100,Combination,Unisex,Compact,Aloe Vera,FALSE,Japan
Magic Contour,Fenty Beauty,Blush,Daily,46.8,2.2,2377,50,Combination,Unisex,Compact,Salicylic Acid,TRUE,Australia
Magic Cleanser,Farsali,Setting Spray,Occasional,30.09,2.1,5099,100,Combination,Male,Stick,Hyaluronic Acid,FALSE,Japan
Super Mascara,Pat McGrath Labs,Exfoliator,Monthly,32.37,2.9,2567,50,Dry,Female,Spray,Retinol,TRUE,UK
Ultra CC Cream,Ilia Beauty,Lipstick,Monthly,99.87,2.6,2002,50,Combination,Unisex,Jar,Glycerin,TRUE,Italy
Ultra Mascara,Clinique,Setting Spray,Occasional,116.21,4.2,7825,100,Oily,Unisex,Stick,Vitamin C,FALSE,USA
Super Lip Gloss,Milk Makeup,Moisturizer,Monthly,149.22,4.1,7171,250,Oily,Male,Spray,Aloe Vera,TRUE,Australia
Divine Cleanser,Kylie Cosmetics,Moisturizer,Weekly,110.41,1.7,8700,150,Sensitive,Male,Jar,Aloe Vera,TRUE,UK
Perfect Face Mask,Perricone MD,Moisturizer,Daily,101.49,4.9,181,150,Normal,Female,Stick,Retinol,FALSE,Italy
Magic Lip Liner,Huda Beauty,Highlighter,Weekly,29.05,1.5,2670,150,Combination,Unisex,Jar,Retinol,TRUE,France
Perfect Cleanser,Tatcha,Concealer,Weekly,21.43,1.6,5705,30,Combination,Male,Spray,Salicylic Acid,TRUE,Germany
Magic Powder,Milk Makeup,Powder,Occasional,67.42,3.7,9752,100,Combination,Unisex,Compact,Glycerin,FALSE,USA
Magic Makeup Remover,Sisley,Face Oil,Occasional,135.42,3,6220,200,Normal,Male,Tube,Aloe Vera,FALSE,Germany
Perfect Exfoliator,Danessa Myricks,Highlighter,Weekly,67.38,3.2,3995,30,Oily,Female,Spray,Aloe Vera,TRUE,Italy
Ultra Bronzer,RMS Beauty,Lipstick,Occasional,89.39,2,8053,30,Dry,Unisex,Compact,Hyaluronic Acid,FALSE,Australia
Perfect Contour,Morphe,Moisturizer,Weekly,110.3,4,2608,30,Normal,Unisex,Compact,Aloe Vera,TRUE,Germany
Perfect Lipstick,Kiehls,Foundation,Occasional,118.82,1.4,7155,30,Sensitive,Female,Jar,Salicylic Acid,TRUE,UK
Divine Blush,Bourjois,Concealer,Daily,97.35,2.9,4795,50,Sensitive,Unisex,Spray,Retinol,TRUE,Italy
Divine Concealer,Tarte,Primer,Monthly,134.87,1.1,8040,50,Sensitive,Male,Bottle,Vitamin C,FALSE,Japan
Ultra Bronzer,Patrick Ta,Bronzer,Weekly,41.23,1.3,6308,100,Normal,Male,Bottle,Aloe Vera,TRUE,South Korea
Perfect Cleanser,Make Up For Ever,Face Mask,Monthly,40.96,2.7,693,30,Normal,Female,Tube,Retinol,TRUE,Italy
Super Primer,KVD Beauty,Serum,Weekly,98.98,4.1,3233,200,Dry,Male,Stick,Shea Butter,TRUE,Germany
Magic Powder,Make Up For Ever,Moisturizer,Weekly,10.97,4,5369,30,Normal,Female,Compact,Hyaluronic Acid,FALSE,Italy
Divine Blush,Tatcha,BB Cream,Monthly,126.4,3.7,8793,50,Combination,Male,Jar,Hyaluronic Acid,FALSE,Australia
Magic Cleanser,Clinique,Primer,Monthly,16.03,2.4,8457,200,Normal,Male,Jar,Hyaluronic Acid,FALSE,France
Super Moisturizer,Too Faced,Moisturizer,Occasional,100.74,3.1,5800,30,Dry,Unisex,Spray,Shea Butter,FALSE,USA
Ultra Highlighter,Rare Beauty,Mascara,Monthly,48.07,4.9,863,50,Normal,Male,Tube,Hyaluronic Acid,FALSE,Italy
Super Eyeliner,ColourPop,Face Mask,Daily,143.9,2,7017,150,Combination,Male,Spray,Glycerin,FALSE,Japan
Magic Lipstick,Kiehls,Concealer,Weekly,15.08,2.6,2096,200,Oily,Female,Bottle,Shea Butter,TRUE,France
Magic Highlighter,Bourjois,Bronzer,Monthly,144.59,2.2,8284,100,Normal,Male,Spray,Shea Butter,TRUE,Italy
Divine Powder,Ilia Beauty,Highlighter,Occasional,135.86,3.8,7444,50,Normal,Unisex,Bottle,Retinol,TRUE,South Korea
Divine Lip Liner,Perricone MD,Makeup Remover,Weekly,124.67,3,5884,50,Sensitive,Unisex,Jar,Hyaluronic Acid,FALSE,Italy
Divine Primer,ColourPop,Makeup Remover,Occasional,19.01,4.5,5112,30,Sensitive,Male,Stick,Retinol,TRUE,Germany
Perfect Lipstick,Juvias Place,Setting Spray,Occasional,27.68,3.3,7879,150,Combination,Female,Stick,Retinol,TRUE,USA
Ultra Concealer,Glossier,Lip Gloss,Weekly,48.24,4.6,5866,100,Oily,Unisex,Tube,Shea Butter,TRUE,Germany
Perfect Eyeliner,ColourPop,Lip Liner,Monthly,89.35,1.6,153,200,Normal,Female,Bottle,Glycerin,TRUE,Italy
Magic Lip Gloss,Huda Beauty,Highlighter,Monthly,92.66,2,9921,100,Combination,Female,Tube,Shea Butter,FALSE,UK
Perfect Eye Shadow,Rare Beauty,Face Oil,Monthly,29.22,3.7,848,150,Normal,Unisex,Tube,Retinol,TRUE,Japan
Magic BB Cream,Kiehls,Lip Liner,Daily,71.92,1.7,3949,250,Dry,Unisex,Jar,Aloe Vera,TRUE,USA
Super Concealer,Huda Beauty,Lip Liner,Daily,102.76,1.1,4229,150,Oily,Female,Spray,Shea Butter,FALSE,Germany
Perfect Eyeliner,Kiehls,Mascara,Occasional,45.83,3.4,5580,200,Sensitive,Female,Tube,Vitamin C,FALSE,South Korea
Perfect Setting Spray,Huda Beauty,Cleanser,Occasional,66.28,3.6,7387,150,Normal,Unisex,Spray,Salicylic Acid,TRUE,UK
Ultra Moisturizer,Elf,Face Oil,Weekly,112.81,4.6,4651,50,Dry,Unisex,Jar,Shea Butter,TRUE,Japan
Super Moisturizer,Rare Beauty,Blush,Weekly,33.15,3.1,2986,200,Normal,Unisex,Compact,Hyaluronic Acid,FALSE,Germany
Ultra Setting Spray,Farsali,Lip Liner,Weekly,57.21,3.1,1766,200,Sensitive,Unisex,Bottle,Glycerin,FALSE,UK
Super Face Oil,Shiseido,Powder,Weekly,82.07,2.2,3645,100,Oily,Female,Compact,Retinol,TRUE,Germany
Ultra Bronzer,Patrick Ta,Cleanser,Occasional,135.09,4.2,7814,50,Combination,Male,Bottle,Retinol,FALSE,UK
Perfect Mascara,Juvias Place,Lipstick,Weekly,105.53,2.2,1726,150,Combination,Male,Spray,Vitamin C,FALSE,South Korea
Perfect CC Cream,Bourjois,CC Cream,Monthly,22.52,1.5,7504,100,Normal,Unisex,Bottle,Vitamin C,TRUE,UK
Ultra Lip Liner,Tatcha,Setting Spray,Daily,139.34,4.6,1143,50,Normal,Unisex,Tube,Glycerin,FALSE,Germany
Divine Primer,Yves Saint Laurent,Exfoliator,Monthly,92.75,4.8,4417,50,Normal,Female,Tube,Hyaluronic Acid,FALSE,South Korea
Divine Makeup Remover,Make Up For Ever,Concealer,Daily,97.89,3,5781,100,Sensitive,Female,Bottle,Salicylic Acid,TRUE,Italy
Divine CC Cream,Huda Beauty,Moisturizer,Monthly,39.79,4.1,4656,30,Dry,Female,Tube,Hyaluronic Acid,TRUE,Germany
Super Moisturizer,Urban Decay,Contour,Monthly,120.16,2.2,5186,150,Normal,Male,Stick,Aloe Vera,FALSE,UK
Perfect Lipstick,Glossier,BB Cream,Daily,69.68,4.8,5305,30,Normal,Unisex,Jar,Glycerin,TRUE,South Korea
